,league,date,teamHome,teamAway,goalsHome,goalsAway,result,shotsHome,shotsAway,shotsTargetHome,shotsTargetAway,oddsHome,oddsDraw,oddsAway,oddsUnder25,oddsOver25,season,round,pointsHome,pointsAway,avgGoalsHome,avgGoalsAway,avgGoalsAgainstHome,avgGoalsAgainstAway,avgPointsHome,avgPointsAway,avgGoalsHomeAllTeams,avgGoalsAwayAllTeams,anticipatedGoalsHomeAverage,anticipatedGoalsAwayAverage
292,Example1,2000-12-09,Team7,Team12,2,1,H,,,,,2.18,3.24,2.91,1.87,1.85,2000/2001,first,3,0,0.9166666666666666,1.25,1.2499999999999998,1.4166666666666667,1.0,1.3333333333333333,1.5924657534246576,1.1232876712328763,1.550799086757991,1.1649543378995428
293,Example1,2000-12-09,Team9,Team10,4,0,H,15.0,5.0,8.0,1.0,1.61,4.2,5.33,2.41,1.56,2000/2001,first,3,0,1.1666666666666667,2.0,1.75,1.3333333333333333,1.0,1.75,1.5938566552901023,1.1228668941979518,1.2813566552901023,1.4353668941979518
294,Example2,2000-12-19,Club10,Club7,3,1,H,27.0,2.0,14.0,1.0,1.04,17.52,45.03,5.52,1.14,2000/2001,first,3,0,1.1538461538461537,1.0769230769230769,0.9230769230769231,0.6923076923076923,1.3846153846153846,1.5384615384615385,1.6020408163265305,1.1190476190476186,1.563579277864992,1.1575091575091572
295,Example2,2000-12-19,Club12,Club5,1,2,A,7.0,9.0,3.0,6.0,4.65,3.74,1.71,2.05,1.74,2000/2001,first,0,3,1.0,1.3076923076923077,1.8461538461538463,1.3076923076923077,0.7692307692307693,1.2307692307692308,1.606779661016949,1.1186440677966099,1.3952411994784875,1.3301825293350715
296,Example2,2000-12-19,Club14,Club3,1,1,D,9.0,11.0,4.0,5.0,2.45,3.19,2.68,1.7,2.03,2000/2001,first,1,1,1.1538461538461535,1.3846153846153844,1.3076923076923077,0.6923076923076923,1.1538461538461537,1.7692307692307692,1.6047297297297296,1.1216216216216213,1.3931912681912682,1.3331600831600827
297,Example2,2000-12-19,Club2,Club15,3,3,D,11.0,6.0,4.0,4.0,2.37,3.18,3.2,1.59,2.33,2000/2001,first,1,1,1.0,1.0769230769230769,1.0,1.7692307692307692,1.3846153846153846,1.1538461538461537,1.6026936026936025,1.1212121212121209,1.7757705257705256,0.9481351981351978
298,Example2,2000-12-19,Club4,Club13,4,1,H,,,,,1.75,3.22,4.27,1.69,2.0,2000/2001,first,3,0,1.3846153846153846,1.4615384615384615,1.9230769230769231,1.9230769230769231,1.3076923076923077,0.8461538461538461,1.6073825503355703,1.1275167785234896,1.5881517811048012,1.1467475477542588
299,Example2,2000-12-19,Club6,Club11,3,1,H,22.0,13.0,8.0,6.0,1.09,10.11,24.81,3.84,1.23,2000/2001,first,3,0,1.6153846153846154,1.9230769230769231,1.5384615384615385,1.3076923076923077,1.5384615384615385,1.6923076923076923,1.6153846153846152,1.1270903010033442,1.4807692307692306,1.2617056856187288
300,Example2,2000-12-19,Club8,Club9,1,1,D,16.0,7.0,6.0,4.0,1.96,3.35,4.08,1.69,2.14,2000/2001,first,1,1,1.4615384615384615,1.4615384615384615,0.8461538461538461,1.4615384615384615,1.5384615384615385,1.5384615384615385,1.6199999999999999,1.1266666666666663,1.7738461538461536,0.9728205128205124
301,Example3,2000-12-19,Squad10,Squad7,3,0,H,,,,,1.56,4.03,5.64,2.14,1.68,2000/2001,first,3,0,1.3846153846153846,1.1538461538461537,1.3846153846153846,1.4615384615384615,1.0769230769230769,1.2307692307692308,1.617940199335548,1.1262458471760795,1.6948632762586249,1.0493227702530026
302,Example3,2000-12-19,Squad12,Squad5,2,3,A,,,,,2.52,3.06,2.84,1.77,2.01,2000/2001,first,0,3,0.7692307692307693,1.1538461538461537,1.5384615384615385,1.6923076923076923,0.7692307692307693,1.0769230769230769,1.6225165562913906,1.1225165562913904,1.5648242485990829,1.180208863983698
303,Example3,2000-12-19,Squad14,Squad3,1,2,A,18.0,17.0,6.0,6.0,2.66,3.03,2.72,1.69,2.12,2000/2001,first,0,3,1.7692307692307692,1.3076923076923077,1.3076923076923077,1.0769230769230769,1.3846153846153846,1.6923076923076923,1.6237623762376237,1.1287128712871284,1.6814546839299314,1.0710205635948207
304,Example3,2000-12-19,Squad2,Squad15,3,0,H,13.0,10.0,3.0,2.0,1.83,3.49,4.19,1.89,1.88,2000/2001,first,3,0,1.4615384615384615,1.1538461538461537,1.3076923076923077,1.3846153846153846,1.6923076923076923,1.0769230769230769,1.6217105263157894,1.1315789473684206,1.7178643724696356,1.0354251012145745
305,Example3,2000-12-19,Squad4,Squad13,1,1,D,13.0,11.0,5.0,5.0,2.23,3.49,3.06,1.98,1.81,2000/2001,first,1,1,1.4615384615384615,1.6153846153846154,1.9230769230769231,1.6153846153846154,1.4615384615384615,1.3846153846153846,1.6262295081967213,1.127868852459016,1.5108448928121059,1.2432534678436313
306,Example3,2000-12-19,Squad6,Squad11,0,0,D,12.0,10.0,4.0,2.0,3.65,3.39,2.03,1.91,1.86,2000/2001,first,1,1,1.0769230769230769,1.3076923076923077,1.3076923076923077,1.4615384615384615,1.2307692307692308,1.2307692307692308,1.6241830065359477,1.1274509803921564,1.6049522373051786,1.1466817496229256
307,Example3,2000-12-19,Squad8,Squad9,0,0,D,,,,,2.62,3.0,2.63,1.52,2.4,2000/2001,first,1,1,1.4615384615384615,1.4615384615384615,1.4615384615384615,0.6923076923076923,1.4615384615384615,1.6923076923076923,1.6188925081433225,1.123778501628664,1.4265848158356302,1.3160861939363564
308,Example1,2000-12-19,Team10,Team7,1,0,H,,,,,2.23,3.4,2.97,2.03,1.76,2000/2001,first,3,0,1.8461538461538463,1.0,1.5384615384615385,1.2307692307692304,1.6153846153846154,1.1538461538461537,1.6136363636363635,1.1201298701298699,1.7482517482517481,0.9855144855144853
309,Example1,2000-12-19,Team12,Team5,1,4,A,,,,,2.69,3.44,2.23,1.81,2.04,2000/2001,first,0,3,1.2307692307692308,1.6153846153846154,1.4615384615384615,1.1538461538461537,1.2307692307692308,1.2307692307692304,1.611650485436893,1.1165048543689318,1.4385735623599698,1.289581777445855
310,Example1,2000-12-19,Team14,Team3,1,0,H,10.0,9.0,2.0,1.0,2.46,3.11,3.14,1.53,2.51,2000/2001,first,3,0,0.8461538461538461,1.9230769230769231,1.3076923076923077,1.6153846153846154,1.3076923076923077,1.8461538461538463,1.6096774193548384,1.125806451612903,1.4173697270471461,1.3181141439205952
311,Example1,2000-12-19,Team2,Team15,0,3,A,15.0,7.0,4.0,4.0,4.93,4.63,1.57,2.76,1.43,2000/2001,first,0,3,0.6153846153846154,1.1538461538461537,1.2307692307692308,1.5384615384615385,0.9230769230769231,1.2307692307692308,1.6077170418006428,1.1221864951768485,1.550024734108335,1.1798788028691563
312,Example1,2000-12-19,Team4,Team13,0,1,A,12.0,7.0,8.0,4.0,1.66,3.51,5.07,1.68,2.09,2000/2001,first,0,3,1.5384615384615385,1.5384615384615385,1.1538461538461537,1.4615384615384615,1.4615384615384615,1.4615384615384615,1.6025641025641022,1.1282051282051277,1.679487179487179,1.0512820512820509
313,Example1,2000-12-19,Team6,Team11,1,1,D,,,,,2.44,3.08,2.76,1.56,2.29,2000/2001,first,1,1,1.4615384615384615,1.5384615384615385,1.3846153846153846,0.6923076923076923,1.7692307692307692,2.1538461538461537,1.5974440894568687,1.1277955271565492,1.4051363971491764,1.3201032194642415
314,Example1,2000-12-19,Team8,Team9,2,2,D,15.0,12.0,7.0,4.0,1.75,3.48,4.69,1.73,2.01,2000/2001,first,1,1,1.4615384615384615,1.3846153846153846,1.6923076923076923,1.6153846153846154,1.0769230769230769,1.1538461538461537,1.5955414012738849,1.1273885350318467,1.5955414012738849,1.1273885350318467
315,Example2,2001-02-01,Club11,Club4,1,1,D,,,,,2.1,3.22,3.19,1.83,1.91,2000/2001,second,1,1,1.8571428571428572,1.5714285714285714,1.4285714285714286,1.8571428571428572,1.5714285714285714,1.4285714285714286,1.5968253968253963,1.1301587301587297,1.7753968253968249,0.9515873015873011
316,Example2,2001-02-01,Club13,Club2,1,2,A,,,,,2.14,2.94,3.23,1.67,2.06,2000/2001,second,0,3,1.4285714285714286,1.1428571428571428,2.0714285714285716,1.1428571428571428,0.7857142857142857,1.3571428571428572,1.594936708860759,1.1297468354430373,1.434222423146473,1.2904611211573231
317,Example2,2001-02-01,Club15,Club1,1,0,H,9.0,10.0,2.0,5.0,1.49,3.68,6.63,1.73,1.99,2000/2001,second,3,0,1.2142857142857142,1.4285714285714286,1.8571428571428572,1.3571428571428572,1.1428571428571428,1.5,1.5930599369085168,1.132492113564668,1.4144885083370882,1.3110635421360965
318,Example2,2001-02-01,Club3,Club12,1,0,H,13.0,4.0,6.0,4.0,1.59,3.69,6.27,1.77,2.03,2000/2001,second,3,0,1.357142857142857,1.0,0.7142857142857143,1.8571428571428572,1.7142857142857142,0.7142857142857143,1.5911949685534585,1.128930817610062,1.9661949685534585,0.7539308176100621
319,Example2,2001-02-01,Club5,Club10,2,1,H,16.0,8.0,9.0,2.0,1.77,3.45,4.77,1.65,2.19,2000/2001,second,3,0,1.3571428571428572,1.2857142857142858,1.2857142857142858,0.9285714285714286,1.3571428571428572,1.5,1.5893416927899682,1.1253918495297797,1.5179131213613968,1.196820420958351
320,Example2,2001-02-01,Club7,Club8,0,1,A,9.0,19.0,3.0,7.0,3.65,3.29,2.07,1.64,2.17,2000/2001,second,0,3,1.0714285714285714,1.4285714285714286,0.8571428571428571,0.8571428571428571,1.4285714285714286,1.5,1.5906249999999995,1.1249999999999991,1.5013392857142853,1.2142857142857135
321,Example2,2001-02-01,Club9,Club6,1,0,H,,,,,4.5,3.37,1.69,1.96,1.7,2000/2001,second,3,0,1.4285714285714286,1.7142857142857142,1.4285714285714286,1.5,1.5,1.6428571428571428,1.5856697819314636,1.1246105919003107,1.532098353360035,1.1781820204717393
322,Example3,2001-02-01,Squad11,Squad4,1,0,H,11.0,11.0,3.0,1.0,2.62,3.31,2.71,1.88,1.92,2000/2001,second,3,0,1.2142857142857142,1.4285714285714286,1.3571428571428572,1.8571428571428572,1.2142857142857142,1.4285714285714286,1.5838509316770182,1.1211180124223594,1.6552795031055896,1.049689440993788
323,Example3,2001-02-01,Squad13,Squad2,1,1,D,,,,,2.39,3.07,2.93,1.56,2.3,2000/2001,second,1,1,1.5714285714285714,1.5714285714285714,1.5714285714285714,1.2142857142857142,1.3571428571428572,1.7857142857142858,1.5820433436532502,1.1176470588235285,1.492757629367536,1.206932773109243
324,Example3,2001-02-01,Squad15,Squad1,2,1,H,11.0,5.0,6.0,3.0,1.89,3.25,3.88,1.73,2.04,2000/2001,second,3,0,1.0714285714285714,2.142857142857143,1.5,1.1428571428571428,1.0,2.2857142857142856,1.5802469135802464,1.1172839506172831,1.2231040564373892,1.4744268077601403
325,Example3,2001-02-01,Squad3,Squad12,2,3,A,21.0,9.0,8.0,5.0,2.59,3.09,2.97,1.66,2.2,2000/2001,second,0,3,1.3571428571428572,0.8571428571428571,1.0714285714285714,1.6428571428571428,1.7857142857142858,0.7142857142857143,1.581538461538461,1.116923076923076,1.8493956043956037,0.8490659340659331
326,Example3,2001-02-01,Squad5,Squad10,0,0,D,,,,,1.8,2.83,4.99,1.62,2.1,2000/2001,second,1,1,1.2857142857142858,1.5,1.7142857142857142,1.2857142857142858,1.2142857142857142,1.2142857142857142,1.5828220858895699,1.1226993865030666,1.4221078001752843,1.2834136722173521
327,Example3,2001-02-01,Squad7,Squad8,4,2,H,12.0,10.0,5.0,3.0,1.83,3.55,4.43,1.82,1.97,2000/2001,second,3,0,1.0714285714285714,1.3571428571428572,1.5714285714285714,1.3571428571428572,1.1428571428571428,1.4285714285714286,1.577981651376146,1.1192660550458706,1.452981651376146,1.2442660550458706
328,Example3,2001-02-01,Squad9,Squad6,1,2,A,24.0,5.0,15.0,2.0,1.99,3.47,3.62,2.08,1.73,2000/2001,second,0,3,1.3571428571428572,1.0,0.6428571428571429,1.2142857142857142,1.6428571428571428,1.2142857142857142,1.585365853658536,1.1219512195121943,1.8175087108013932,0.8898083623693372
329,Example1,2001-02-01,Team11,Team4,3,1,H,15.0,6.0,7.0,3.0,1.89,3.46,3.86,2.05,1.74,2000/2001,second,3,0,1.5,1.4285714285714286,0.7142857142857143,1.1428571428571428,2.0714285714285716,1.3571428571428572,1.583586626139817,1.1246200607902728,1.708586626139817,0.9996200607902728
330,Example1,2001-02-01,Team13,Team2,4,1,H,,,,,2.14,2.82,3.57,1.68,2.07,2000/2001,second,3,0,1.5,0.5714285714285714,1.3571428571428572,1.3571428571428572,1.5714285714285714,0.8571428571428571,1.5878787878787872,1.1242424242424234,1.8200216450216444,0.8920995670995662
331,Example1,2001-02-01,Team15,Team1,1,2,A,,,,,3.77,3.35,1.94,1.96,1.81,2000/2001,second,0,3,1.2857142857142858,1.4285714285714286,1.4285714285714286,1.5,1.3571428571428572,1.5714285714285714,1.5951661631419933,1.123867069486404,1.5773090202848505,1.1417242123435467
332,Example1,2001-02-01,Team3,Team12,3,0,H,18.0,12.0,5.0,1.0,1.39,4.69,7.94,2.2,1.65,2000/2001,second,3,0,1.7857142857142858,1.2142857142857142,1.5714285714285714,1.6428571428571428,1.7142857142857142,1.1428571428571428,1.593373493975903,1.1265060240963847,1.7540877796901888,0.9657917383820989
333,Example1,2001-02-01,Team5,Team10,8,1,H,,,,,1.29,4.58,8.59,2.24,1.55,2000/2001,second,3,0,1.7857142857142858,1.7857142857142858,1.1428571428571428,1.4285714285714286,1.3571428571428565,1.7142857142857142,1.597597597597597,1.1231231231231222,1.6690261690261683,1.0516945516945508
334,Example1,2001-02-01,Team7,Team8,2,3,A,12.0,9.0,4.0,5.0,2.34,3.6,2.77,2.22,1.64,2000/2001,second,0,3,0.9285714285714286,1.5,1.2142857142857137,1.7142857142857142,1.0714285714285714,1.0714285714285714,1.6167664670658677,1.1227544910179632,1.598909324208725,1.140611633875106
335,Example1,2001-02-01,Team9,Team6,0,1,A,4.0,24.0,2.0,6.0,10.39,4.62,1.32,1.79,2.0,2000/2001,second,0,3,1.4285714285714286,1.4285714285714286,1.6428571428571428,1.3571428571428572,1.1428571428571428,1.7142857142857142,1.6179104477611934,1.128358208955223,1.546481876332622,1.1997867803837945
336,Example2,2001-02-11,Club1,Club14,1,1,D,9.0,11.0,4.0,6.0,1.95,3.49,3.7,1.97,1.81,2000/2001,second,1,1,1.3333333333333333,1.1428571428571426,1.3333333333333333,1.2857142857142858,1.4,1.1428571428571428,1.6130952380952375,1.1279761904761896,1.6488095238095233,1.0922619047619038
337,Example2,2001-02-11,Club10,Club3,0,0,D,9.0,16.0,2.0,6.0,4.46,3.74,1.8,2.01,1.81,2000/2001,second,1,1,1.2666666666666666,1.333333333333333,1.0,0.6666666666666666,1.4,1.8,1.6112759643916907,1.1275964391691387,1.5112759643916909,1.2275964391691385
338,Example2,2001-02-11,Club15,Club13,2,2,D,17.0,9.0,7.0,3.0,1.17,7.7,16.12,2.96,1.39,2000/2001,second,1,1,1.2,1.4,1.7333333333333334,2.066666666666667,1.2666666666666666,0.7333333333333333,1.6065088757396444,1.1242603550295849,1.6398422090729778,1.0909270216962514
339,Example2,2001-02-11,Club2,Club11,1,4,A,11.0,10.0,4.0,5.0,2.1,3.21,3.16,1.71,2.01,2000/2001,second,0,3,1.2,1.8,1.1333333333333333,1.4,1.4666666666666666,1.5333333333333334,1.6076696165191733,1.1268436578171084,1.52433628318584,1.2101769911504419
340,Example2,2001-02-11,Club4,Club9,2,1,H,14.0,4.0,4.0,2.0,1.6,3.65,5.75,2.05,1.72,2000/2001,second,3,0,1.5333333333333334,1.4,1.8,1.3333333333333333,1.4,1.6,1.6058823529411759,1.135294117647058,1.5225490196078426,1.2186274509803912
341,Example2,2001-02-11,Club6,Club7,2,1,H,,,,,1.84,3.05,4.62,1.65,2.1,2000/2001,second,3,0,1.6,1.0,1.4666666666666666,0.8666666666666667,1.5333333333333334,1.3333333333333333,1.6070381231671547,1.1348973607038113,1.6070381231671547,1.1348973607038113
342,Example2,2001-02-11,Club8,Club5,3,2,H,12.0,7.0,5.0,4.0,2.43,3.26,3.0,1.78,2.04,2000/2001,second,3,0,1.4,1.4,0.8,1.2666666666666666,1.6,1.4666666666666666,1.6081871345029233,1.1345029239766071,1.72485380116959,1.0178362573099404
343,Example3,2001-02-11,Squad1,Squad14,0,0,D,11.0,9.0,2.0,4.0,2.13,3.29,3.49,1.71,2.07,2000/2001,second,1,1,2.066666666666667,1.7142857142857142,1.2,1.3571428571428572,2.1333333333333333,1.2857142857142858,1.612244897959183,1.1370262390670545,1.7396258503401354,1.0096452866861019
344,Example3,2001-02-11,Squad10,Squad3,1,3,A,16.0,12.0,11.0,8.0,1.96,3.23,3.53,1.93,1.79,2000/2001,second,0,3,1.4,1.4,1.2,1.2,1.2,1.6666666666666667,1.607558139534883,1.133720930232557,1.607558139534883,1.133720930232557
345,Example3,2001-02-11,Squad15,Squad13,4,0,H,20.0,10.0,13.0,5.0,1.98,3.24,3.53,1.88,1.86,2000/2001,second,3,0,1.1333333333333333,1.5333333333333334,1.4666666666666666,1.5333333333333334,1.1333333333333333,1.3333333333333333,1.6057971014492747,1.1391304347826074,1.5224637681159414,1.2224637681159407
346,Example3,2001-02-11,Squad2,Squad11,1,1,D,,,,,2.08,2.83,3.54,1.64,2.03,2000/2001,second,1,1,1.5333333333333334,1.2,1.2,1.2666666666666666,1.7333333333333334,1.3333333333333333,1.6127167630057797,1.135838150289016,1.7127167630057798,1.035838150289016
347,Example3,2001-02-11,Squad4,Squad9,1,0,H,23.0,10.0,5.0,2.0,1.25,6.15,12.08,2.71,1.46,2000/2001,second,3,0,1.3333333333333333,1.3333333333333333,1.8,0.7333333333333333,1.3333333333333333,1.5333333333333334,1.6109510086455325,1.1354466858789611,1.3442843419788657,1.4021133525456277
348,Example3,2001-02-11,Squad6,Squad7,2,2,D,6.0,4.0,3.0,3.0,3.01,3.61,2.26,2.4,1.57,2000/2001,second,1,1,1.0666666666666667,1.2666666666666666,1.2,1.6,1.3333333333333333,1.2666666666666666,1.60919540229885,1.1321839080459755,1.65919540229885,1.0821839080459754
349,Example3,2001-02-11,Squad8,Squad5,1,0,H,8.0,12.0,4.0,2.0,2.65,3.16,2.8,1.6,2.3,2000/2001,second,3,0,1.4,1.2,1.5333333333333334,1.6,1.3333333333333333,1.2,1.6103151862464178,1.1346704871060158,1.6769818529130844,1.0680038204393492
350,Example1,2001-02-11,Team1,Team14,1,0,H,15.0,16.0,8.0,9.0,2.56,3.25,2.66,1.99,1.78,2000/2001,second,3,0,1.4666666666666666,0.8571428571428571,1.4666666666666666,1.2142857142857142,1.6666666666666667,1.4285714285714286,1.6085714285714279,1.1314285714285701,1.697857142857142,1.042142857142856
351,Example1,2001-02-11,Team10,Team3,0,3,A,,,,,2.95,2.79,2.43,1.59,2.2,2000/2001,second,0,3,1.7333333333333334,1.8666666666666667,1.8666666666666667,1.4666666666666666,1.6,1.8,1.6068376068376062,1.1282051282051269,1.473504273504273,1.2615384615384602
352,Example1,2001-02-11,Team15,Team13,1,2,A,7.0,10.0,1.0,4.0,1.72,3.54,5.22,1.65,2.23,2000/2001,second,0,3,1.2666666666666666,1.6666666666666667,1.4666666666666666,1.3333333333333333,1.2666666666666666,1.6666666666666667,1.6022727272727266,1.133522727272726,1.4689393939393933,1.2668560606060593
353,Example1,2001-02-11,Team2,Team11,2,3,A,14.0,11.0,6.0,3.0,1.96,3.36,3.94,1.76,2.06,2000/2001,second,0,3,0.6,1.6,1.5333333333333334,0.7333333333333333,0.8,2.1333333333333333,1.6005665722379596,1.1359773371104802,1.1505665722379597,1.5859773371104802
354,Example1,2001-02-11,Team4,Team9,1,0,H,,,,,2.22,3.19,3.38,1.64,2.21,2000/2001,second,3,0,1.4,1.3333333333333333,1.2666666666666666,1.6,1.2666666666666666,1.0666666666666667,1.6016949152542366,1.141242937853106,1.7016949152542367,1.0412429378531058
355,Example1,2001-02-11,Team6,Team7,1,1,D,,,,,2.57,3.17,2.48,1.68,2.03,2000/2001,second,1,1,1.4,1.0,1.2666666666666666,1.3333333333333328,1.8,1.0,1.5999999999999994,1.138028169014083,1.716666666666666,1.0213615023474165
356,Example1,2001-02-11,Team8,Team5,1,1,D,,,,,1.98,2.98,3.73,1.61,2.18,2000/2001,second,1,1,1.6,2.2,1.7333333333333334,1.1333333333333333,1.2,1.4666666666666661,1.5983146067415723,1.1376404494382009,1.2983146067415723,1.437640449438201
357,Example2,2001-02-21,Club1,Club13,2,2,D,13.0,10.0,3.0,3.0,2.37,3.44,2.97,2.05,1.76,2000/2001,second,1,1,1.3125,1.4375,1.3125,2.0625,1.375,0.75,1.5966386554621843,1.137254901960783,1.7528886554621843,0.9810049019607829
358,Example2,2001-02-21,Club11,Club15,2,0,H,12.0,22.0,7.0,3.0,1.38,5.08,7.7,2.93,1.39,2000/2001,second,3,0,1.9375,1.25,1.375,1.75,1.625,1.25,1.597765363128491,1.1396648044692723,1.863390363128491,0.8740398044692723
359,Example2,2001-02-21,Club12,Club14,4,0,H,12.0,1.0,6.0,1.0,2.23,3.3,3.06,1.96,1.81,2000/2001,second,3,0,0.9333333333333333,1.133333333333333,1.8,1.2666666666666666,0.6666666666666666,1.1333333333333333,1.5988857938718657,1.1364902506963774,1.4155524605385323,1.3198235840297108
360,Example2,2001-02-21,Club3,Club8,6,0,H,,,,,1.42,4.38,7.01,2.19,1.62,2000/2001,second,3,0,1.2499999999999998,1.5,0.625,0.875,1.75,1.6875,1.605555555555555,1.133333333333332,1.605555555555555,1.133333333333332
361,Example2,2001-02-21,Club5,Club6,4,1,H,,,,,2.07,2.97,3.43,1.52,2.27,2000/2001,second,3,0,1.4375,1.625,1.375,1.4375,1.375,1.625,1.617728531855955,1.130193905817173,1.586478531855955,1.161443905817173
362,Example2,2001-02-21,Club7,Club4,4,0,H,,,,,1.69,3.25,4.94,1.52,2.37,2000/2001,second,3,0,1.0,1.5625,0.9375,1.75,1.25,1.5,1.6243093922651928,1.129834254143645,1.6868093922651928,1.067334254143645
363,Example2,2001-02-21,Club9,Club2,0,2,A,17.0,11.0,2.0,3.0,3.31,3.36,2.19,1.77,2.01,2000/2001,second,0,3,1.375,1.1875,1.375,1.3125,1.5,1.375,1.6308539944903575,1.126721763085398,1.6621039944903575,1.095471763085398
364,Example3,2001-02-21,Squad1,Squad13,4,1,H,11.0,11.0,7.0,6.0,2.28,3.04,3.44,1.47,2.6,2000/2001,second,3,0,1.9375000000000002,1.4375,1.125,1.6875,2.0625,1.25,1.6263736263736257,1.1291208791208778,1.8919986263736257,0.8634958791208778
365,Example3,2001-02-21,Squad11,Squad15,1,2,A,18.0,9.0,8.0,3.0,1.97,3.51,3.6,2.0,1.79,2000/2001,second,0,3,1.1875,1.3125,1.25,1.375,1.3125,1.25,1.6328767123287664,1.12876712328767,1.6328767123287664,1.12876712328767
366,Example3,2001-02-21,Squad12,Squad14,2,0,H,22.0,9.0,13.0,1.0,1.87,3.51,4.05,1.95,1.84,2000/2001,second,3,0,1.0,1.6,1.6666666666666667,1.2666666666666666,0.8666666666666667,1.2666666666666666,1.631147540983606,1.1311475409836054,1.381147540983606,1.3811475409836054
367,Example3,2001-02-21,Squad3,Squad8,1,1,D,9.0,4.0,4.0,2.0,2.39,3.24,2.78,1.68,2.07,2000/2001,second,1,1,1.5,1.375,1.1875,1.4375,1.75,1.4375,1.6321525885558577,1.1280653950953665,1.7259025885558577,1.0343153950953665
368,Example3,2001-02-21,Squad5,Squad6,1,3,A,10.0,16.0,6.0,5.0,2.95,2.92,2.45,1.59,2.24,2000/2001,second,0,3,1.125,1.125,1.5625,1.25,1.125,1.3125,1.6304347826086951,1.1277173913043463,1.5523097826086951,1.2058423913043463
369,Example3,2001-02-21,Squad7,Squad4,2,0,H,,,,,2.05,3.49,3.39,2.29,1.59,2000/2001,second,3,0,1.3125,1.3125,1.625,1.6875,1.25,1.4375,1.628726287262872,1.1327913279132775,1.644351287262872,1.1171663279132775
370,Example3,2001-02-21,Squad9,Squad2,3,0,H,9.0,11.0,7.0,2.0,1.49,3.88,7.24,1.83,1.96,2000/2001,second,3,0,1.25,1.5,0.75,1.1875,1.4375,1.6875,1.629729729729729,1.1297297297297282,1.676604729729729,1.0828547297297282
371,Example1,2001-02-21,Team1,Team13,1,2,A,8.0,8.0,4.0,4.0,2.51,3.16,2.58,1.63,2.13,2000/2001,second,0,3,1.4375,1.6875,1.375,1.3125,1.75,1.75,1.6334231805929913,1.126684636118597,1.5552981805929913,1.204809636118597
372,Example1,2001-02-21,Team11,Team15,1,1,D,7.0,9.0,3.0,5.0,2.96,3.36,2.26,2.02,1.74,2000/2001,second,1,1,1.6875,1.25,0.8125,1.5,2.1875,1.1875,1.6317204301075263,1.1290322580645147,1.9129704301075263,0.8477822580645147
373,Example1,2001-02-21,Team12,Team14,0,0,D,16.0,9.0,5.0,1.0,1.7,3.46,5.3,1.87,1.92,2000/2001,second,1,1,1.1333333333333333,0.8,1.7333333333333334,1.2,1.0666666666666667,1.3333333333333333,1.6300268096514738,1.1286863270777465,1.5800268096514738,1.1786863270777466
374,Example1,2001-02-21,Team3,Team8,0,2,A,,,,,3.23,3.0,2.27,1.62,2.23,2000/2001,second,0,3,1.9375,1.5625,1.375,1.6875,1.875,1.1875,1.6256684491978604,1.1256684491978595,1.7975434491978604,0.9537934491978595
375,Example1,2001-02-21,Team5,Team6,0,1,A,6.0,14.0,2.0,6.0,8.08,4.47,1.33,2.11,1.65,2000/2001,second,0,3,2.125,1.375,1.125,1.25,1.4374999999999996,1.75,1.6213333333333326,1.1279999999999986,1.8400833333333326,0.9092499999999986
376,Example1,2001-02-21,Team7,Team4,1,1,D,,,,,2.05,2.95,3.69,1.51,2.38,2000/2001,second,1,1,1.0,1.375,1.3124999999999996,1.1875,1.0,1.375,1.6170212765957441,1.1276595744680835,1.4920212765957444,1.2526595744680833
377,Example1,2001-02-21,Team9,Team2,0,1,A,,,,,2.54,3.0,2.84,1.63,2.21,2000/2001,second,0,3,1.25,0.6875,1.5625,1.625,1.0,0.75,1.6153846153846148,1.12732095490716,1.7716346153846148,0.9710709549071601
378,Example2,2001-03-03,Club12,Club1,3,0,H,,,,,1.97,3.22,3.88,1.7,2.12,2000/2001,second,3,0,1.125,1.3529411764705883,1.6875,1.3529411764705883,0.8125,1.3529411764705883,1.6111111111111105,1.1269841269841254,1.4704861111111105,1.2676091269841254
379,Example2,2001-03-03,Club13,Club11,0,4,A,,,,,2.49,2.74,2.84,1.86,1.98,2000/2001,second,0,3,1.4705882352941178,1.9411764705882353,2.0588235294117645,1.2941176470588236,0.7647058823529411,1.7058823529411764,1.614775725593667,1.1240105540897083,1.3059521961819023,1.432834083501473
380,Example2,2001-03-03,Club14,Club10,2,3,A,,,,,4.35,4.03,1.69,3.03,1.35,2000/2001,second,0,3,1.0624999999999998,1.1875,1.4375,0.9375,1.0625,1.375,1.6105263157894731,1.1315789473684195,1.4542763157894731,1.2878289473684195
381,Example2,2001-03-03,Club15,Club9,2,1,H,19.0,13.0,12.0,5.0,2.66,3.24,2.64,1.79,1.99,2000/2001,second,3,0,1.1764705882352942,1.2941176470588236,1.7647058823529411,1.411764705882353,1.1764705882352942,1.411764705882353,1.6115485564304457,1.1364829396325442,1.4939014976069163,1.2541299984560736
382,Example2,2001-03-03,Club2,Club7,4,3,H,,,,,1.79,3.31,3.98,2.0,1.71,2000/2001,second,3,0,1.2352941176470589,1.1764705882352942,1.2352941176470589,0.8823529411764706,1.4705882352941178,1.3529411764705883,1.6125654450261775,1.13612565445026,1.5390360332614716,1.2096550662149659
