,league,date,team,result,goals,shots,shotsOpponent,shotsTarget,shotsTargetOpponent,season,odds,oddsDraw,oddsOpponent,prob,probDraw,anticipatedGoals,home,fav
540,Example3,21/02/01,Squad1,W,4,11.0,11.0,7.0,6.0,2000/2001,2.28,3.04,3.44,0.4179574048445846,0.30986665477187086,1.2000000000000002,1,fav
541,Example3,21/02/01,Squad11,L,1,18.0,9.0,8.0,3.0,2000/2001,1.97,3.51,3.6,0.4816076307756863,0.262693241736726,1.625,1,fav
542,Example3,21/02/01,Squad9,W,3,9.0,11.0,7.0,2.0,2000/2001,1.49,3.88,7.24,0.6436708561016732,0.2368122390354723,1.875,1,fav
543,Example3,21/02/01,Squad7,W,2,,,,,2000/2001,2.05,3.49,3.39,0.46248182425784934,0.26460751660541854,1.75,1,fav
544,Example3,21/02/01,Squad5,L,1,10.0,16.0,6.0,5.0,2000/2001,2.95,2.92,2.45,0.30964098245845073,0.31304639271778245,1.075,1,out
545,Example3,21/02/01,Squad3,,1,9.0,4.0,4.0,2.0,2000/2001,2.39,3.24,2.78,0.3883010386241711,0.28086534682176606,1.275,1,fav
546,Example3,03/03/01,Squad14,L,0,23.0,11.0,5.0,7.0,2000/2001,2.46,3.28,2.96,0.3894096151236265,0.28901757516981164,1.375,1,fav
547,Example3,03/03/01,Squad12,W,2,,,,,2000/2001,2.01,3.24,3.41,0.46124192334679315,0.2768767676683765,1.525,1,fav
548,Example3,03/03/01,Squad13,W,3,10.0,5.0,7.0,1.0,2000/2001,1.29,5.4,9.72,0.7476532577873038,0.1664428714103883,2.3000000000000003,1,fav
549,Example3,03/03/01,Squad15,W,3,13.0,6.0,5.0,1.0,2000/2001,1.32,4.96,8.9,0.7268022255618417,0.18016634418157532,2.275,1,fav
550,Example3,03/03/01,Squad2,L,0,,,,,2000/2001,6.96,3.74,1.49,0.12085777434794605,0.2415696297600651,0.7000000000000001,1,out
551,Example3,03/03/01,Squad4,W,2,25.0,8.0,9.0,6.0,2000/2001,2.37,3.06,3.13,0.39810027890490124,0.3045419181205966,1.275,1,fav
552,Example3,03/03/01,Squad6,W,3,20.0,10.0,7.0,7.0,2000/2001,2.7,3.08,2.68,0.34740277562188515,0.30247652228778943,1.175,1,out
553,Example3,13/03/01,Squad8,W,2,8.0,16.0,5.0,7.0,2000/2001,2.35,3.19,2.7,0.38759357536635597,0.27853006729888447,1.3250000000000002,1,fav
554,Example3,13/03/01,Squad10,L,1,12.0,12.0,4.0,3.0,2000/2001,3.06,3.44,2.33,0.31148754824089714,0.27580999878641493,1.275,1,out
555,Example3,13/03/01,Squad1,,1,,,,,2000/2001,1.8,3.37,4.12,0.5195350081105621,0.266563518814393,1.75,1,fav
556,Example3,13/03/01,Squad9,,0,20.0,11.0,14.0,2.0,2000/2001,2.13,3.24,3.21,0.437295276186115,0.27994280974444374,1.375,1,fav
557,Example3,13/03/01,Squad7,W,2,11.0,16.0,8.0,10.0,2000/2001,5.8,3.71,1.55,0.14754246052450223,0.2422660469262261,0.95,1,out
558,Example3,13/03/01,Squad5,,1,11.0,13.0,3.0,8.0,2000/2001,1.66,3.71,5.54,0.5816988661971705,0.25304547915959463,1.7000000000000002,1,fav
559,Example3,13/03/01,Squad3,W,2,,,,,2000/2001,2.24,3.23,2.84,0.40837108315553994,0.2751320307894307,1.5750000000000002,1,fav
560,Example3,23/03/01,Squad14,W,2,19.0,11.0,6.0,4.0,2000/2001,4.87,4.03,1.63,0.18549414538435172,0.22751812966850654,1.025,1,out
561,Example3,23/03/01,Squad12,,0,14.0,13.0,2.0,2.0,2000/2001,2.37,3.58,2.9,0.4057425884999115,0.2647575401292105,1.55,1,fav
562,Example3,23/03/01,Squad10,,2,12.0,8.0,5.0,4.0,2000/2001,2.35,2.68,3.66,0.4003631971325961,0.3488753128972371,1.125,1,fav
563,Example3,23/03/01,Squad11,,1,10.0,11.0,7.0,5.0,2000/2001,2.36,2.78,3.35,0.39515083567519266,0.33240161411009167,1.075,1,fav
564,Example3,23/03/01,Squad13,W,1,,,,,2000/2001,2.21,3.43,2.75,0.4144297959600554,0.25771383351950766,1.375,1,fav
565,Example3,23/03/01,Squad15,L,2,12.0,18.0,4.0,10.0,2000/2001,4.0,3.35,1.98,0.23348746166926063,0.28133101964998497,0.925,1,out
566,Example3,23/03/01,Squad2,,1,11.0,11.0,9.0,5.0,2000/2001,3.66,3.27,1.9,0.2405460932987006,0.2722406283502752,1.075,1,out
567,Example3,02/04/01,Squad4,L,0,9.0,10.0,4.0,6.0,2000/2001,5.14,3.62,1.64,0.17102776057040242,0.25091979615428345,0.95,1,out
568,Example3,02/04/01,Squad6,,0,,,,,2000/2001,2.21,2.99,3.22,0.41794782433008226,0.3026782335471087,1.25,1,fav
569,Example3,02/04/01,Squad8,L,0,,,,,2000/2001,1.93,3.41,3.71,0.4880681813197702,0.2675749870531699,1.65,1,fav
570,Example3,02/04/01,Squad1,W,1,,,,,2000/2001,1.88,3.21,3.9,0.4946652114885854,0.27950816859058436,1.4,1,fav
571,Example3,02/04/01,Squad7,L,0,24.0,11.0,3.0,4.0,2000/2001,3.09,3.34,2.3,0.3047616805406807,0.280889286103237,1.2000000000000002,1,out
572,Example3,02/04/01,Squad5,W,2,12.0,10.0,5.0,4.0,2000/2001,2.16,3.39,3.23,0.43868384193956517,0.27347654867558063,1.5,1,fav
573,Example3,02/04/01,Squad3,W,6,11.0,13.0,6.0,6.0,2000/2001,2.21,3.17,2.98,0.41586905939828883,0.282270133230654,1.4,1,fav
574,Example3,12/04/01,Squad14,,2,9.0,8.0,4.0,4.0,2000/2001,2.99,3.43,2.38,0.31921947933061595,0.27681184652291874,1.225,1,out
575,Example3,12/04/01,Squad12,L,1,5.0,11.0,2.0,5.0,2000/2001,11.9,6.26,1.23,0.06908651719038772,0.14319502032059503,0.75,1,out
576,Example3,12/04/01,Squad10,,1,,,,,2000/2001,2.94,3.33,2.33,0.317200315670641,0.2780581384226046,1.25,1,out
577,Example3,12/04/01,Squad8,W,1,20.0,8.0,6.0,1.0,2000/2001,1.69,4.02,4.56,0.5683266185952046,0.23033179460749215,1.9,1,fav
578,Example3,12/04/01,Squad9,L,0,7.0,12.0,3.0,5.0,2000/2001,2.14,3.19,3.25,0.43556597559482607,0.2850459832051917,1.4,1,fav
579,Example3,12/04/01,Squad11,,0,,,,,2000/2001,2.5,3.0,2.78,0.368177158270784,0.3030249372155099,1.225,1,fav
580,Example3,12/04/01,Squad13,L,1,8.0,17.0,3.0,7.0,2000/2001,4.17,3.24,1.94,0.22032252513449335,0.28802449253154444,0.875,1,out
581,Example3,22/04/01,Squad15,W,4,18.0,4.0,8.0,1.0,2000/2001,1.38,4.4,7.82,0.6910253139997394,0.2029339394702144,2.225,1,fav
582,Example3,22/04/01,Squad2,W,1,,,,,2000/2001,1.84,3.29,4.32,0.51366128716033,0.2786563696082843,1.55,1,fav
583,Example3,22/04/01,Squad4,W,3,7.0,11.0,5.0,4.0,2000/2001,3.08,2.97,2.43,0.30096474855422484,0.3127717240432376,1.125,1,out
584,Example3,22/04/01,Squad6,,0,12.0,15.0,9.0,8.0,2000/2001,3.26,3.38,2.19,0.28767462667160937,0.2769467068385328,1.175,1,out
585,Example3,22/04/01,Squad1,L,0,8.0,21.0,3.0,13.0,2000/2001,3.24,3.39,2.22,0.29117982328032554,0.27770892573223976,1.225,1,out
586,Example3,22/04/01,Squad5,W,1,,,,,2000/2001,3.08,3.28,2.21,0.2980382818420219,0.2786495009769452,1.2000000000000002,1,out
587,Example3,22/04/01,Squad3,L,2,14.0,16.0,3.0,8.0,2000/2001,3.05,3.3,2.34,0.3088039050099818,0.2843273719389576,1.175,1,out
588,Example3,02/05/01,Squad14,,1,,,,,2000/2001,1.64,3.59,5.09,0.5764289791538892,0.2518762298942745,1.825,1,fav
589,Example3,02/05/01,Squad12,W,3,5.0,14.0,3.0,4.0,2000/2001,1.21,6.54,12.89,0.8009062467579295,0.13636633330924572,2.7750000000000004,1,fav
590,Example3,02/05/01,Squad10,W,1,9.0,12.0,2.0,3.0,2000/2001,1.99,3.5,3.82,0.48397576820006954,0.2698265864434086,1.5750000000000002,1,fav
591,Example3,02/05/01,Squad8,W,2,,,,,2000/2001,2.08,3.27,3.32,0.44899922005611614,0.277751825616173,1.5,1,fav
592,Example3,02/05/01,Squad6,L,0,7.0,12.0,4.0,8.0,2000/2001,8.59,4.39,1.4,0.1004765388132277,0.2098871920709211,0.8,1,out
593,Example3,02/05/01,Squad7,W,3,8.0,11.0,4.0,3.0,2000/2001,2.15,3.21,3.49,0.4423497204931085,0.29112242730543664,1.4,1,fav
594,Example3,02/05/01,Squad9,,2,,,,,2000/2001,2.74,3.37,2.34,0.3352208055834112,0.26850848620572937,1.4500000000000002,1,out
595,Example3,12/05/01,Squad11,L,1,23.0,11.0,4.0,5.0,2000/2001,2.23,3.15,3.12,0.4178208737734554,0.28959641627203686,1.375,1,fav
596,Example3,12/05/01,Squad13,L,1,8.0,9.0,6.0,7.0,2000/2001,3.57,3.41,1.98,0.25548764839945687,0.2683664131369722,1.025,1,out
597,Example3,12/05/01,Squad15,W,3,14.0,6.0,4.0,4.0,2000/2001,2.94,3.09,2.5,0.31910667120984887,0.3028567695115331,1.025,1,out
598,Example3,12/05/01,Squad2,,2,,,,,2000/2001,1.74,3.44,4.68,0.5442383301940893,0.2655807589435685,1.675,1,fav
599,Example3,12/05/01,Squad4,L,0,,,,,2000/2001,2.13,3.05,3.42,0.437259162205122,0.2987033326779125,1.3250000000000002,1,fav
600,Example3,12/05/01,Squad1,,0,13.0,10.0,2.0,2.0,2000/2001,1.98,3.11,4.12,0.47943677336848206,0.2989930895445372,1.375,1,fav
601,Example3,12/05/01,Squad3,L,0,14.0,11.0,3.0,5.0,2000/2001,5.78,4.28,1.56,0.15920907578430074,0.2190589264487822,0.9,1,out
602,Example3,22/05/01,Squad14,W,2,,,,,2000/2001,1.43,4.45,6.81,0.6698160230697645,0.20321034664247337,2.1,1,fav
603,Example3,22/05/01,Squad12,,0,,,,,2000/2001,1.93,3.47,3.7,0.4896500241347159,0.2639551911697864,1.675,1,fav
604,Example3,22/05/01,Squad10,W,2,12.0,6.0,2.0,3.0,2000/2001,1.8,3.44,4.28,0.5251452797617525,0.26535406574978215,1.525,1,fav
605,Example3,22/05/01,Squad8,L,1,11.0,15.0,4.0,9.0,2000/2001,3.03,3.22,2.29,0.304816881290419,0.2857196177513332,1.225,1,out
606,Example3,22/05/01,Squad6,W,3,9.0,7.0,8.0,6.0,2000/2001,1.54,3.63,6.21,0.6147758599605687,0.2484306167409519,1.95,1,fav
607,Example3,22/05/01,Squad4,L,0,,,,,2000/2001,1.97,3.06,3.89,0.47394216795872424,0.29707186128321267,1.275,1,fav
608,Example3,22/05/01,Squad5,W,3,15.0,16.0,6.0,7.0,2000/2001,1.61,3.79,5.9,0.5993791470116813,0.24679514438480138,1.725,1,fav
609,Example3,01/06/01,Squad7,L,1,,,,,2000/2001,2.67,3.25,2.47,0.34523625294820126,0.27983866740171603,1.275,1,out
610,Example3,01/06/01,Squad9,W,1,17.0,8.0,6.0,3.0,2000/2001,2.68,3.23,2.74,0.3569537206977911,0.2941676475891293,1.225,1,fav
611,Example3,01/06/01,Squad11,L,1,21.0,6.0,5.0,3.0,2000/2001,1.84,3.61,4.37,0.5247003423727542,0.2614303592459034,1.825,1,fav
612,Example3,01/06/01,Squad13,L,2,,,,,2000/2001,1.75,3.19,5.24,0.5422598706049687,0.28895079509452093,1.4500000000000002,1,fav
613,Example3,01/06/01,Squad15,,0,16.0,9.0,5.0,2.0,2000/2001,2.04,3.13,3.84,0.4645500033266718,0.2967330608699417,1.35,1,fav
614,Example3,01/06/01,Squad2,,1,,,,,2000/2001,2.34,2.9,3.24,0.3990897618588728,0.3181829874961455,1.25,1,fav
615,Example3,01/06/01,Squad1,W,2,,,,,2000/2001,3.12,3.2,2.31,0.29910057590143374,0.2912199855727149,1.1,1,out
616,Example3,11/06/01,Squad14,W,3,17.0,32.0,,,2000/2001,1.44,3.8,6.76,0.651042477043307,0.230213958829622,2.025,1,fav
617,Example3,11/06/01,Squad12,W,2,16.0,10.0,6.0,6.0,2000/2001,1.94,3.32,3.86,0.4873372938781409,0.2769889989426339,1.475,1,fav
618,Example3,11/06/01,Squad10,W,2,,,,,2000/2001,1.67,3.5,5.02,0.566096713894026,0.2592234859495081,1.725,1,fav
619,Example3,11/06/01,Squad8,L,0,,,,,2000/2001,2.67,3.19,2.67,0.35336937732202467,0.2932612453555208,1.25,1,none
620,Example3,11/06/01,Squad6,W,4,21.0,9.0,10.0,4.0,2000/2001,1.22,6.18,13.12,0.7938785023747006,0.14489698094852596,2.6500000000000004,1,fav
621,Example3,11/06/01,Squad4,L,0,,,,,2000/2001,3.3,3.25,2.0,0.2679099370220185,0.27243974369948915,1.175,1,out
622,Example3,11/06/01,Squad2,W,3,16.0,18.0,9.0,4.0,2000/2001,1.91,3.47,3.8,0.495592851267741,0.264474655662675,1.625,1,fav
623,Example3,21/06/01,Squad3,W,1,,,,,2000/2001,2.38,2.73,3.05,0.3807085629309832,0.328318106520958,1.25,1,fav
624,Example3,21/06/01,Squad5,W,3,11.0,11.0,3.0,1.0,2000/2001,2.89,3.41,2.48,0.3318661703260371,0.2796600287688031,1.275,1,out
625,Example3,21/06/01,Squad7,W,3,15.0,13.0,9.0,4.0,2000/2001,2.24,3.06,3.4,0.4224901482765961,0.30481825697227943,1.3250000000000002,1,fav
626,Example3,21/06/01,Squad9,W,3,9.0,7.0,5.0,1.0,2000/2001,2.0,2.88,3.85,0.46096849037448595,0.31205521419771853,1.3,1,fav
627,Example3,21/06/01,Squad11,L,1,,,,,2000/2001,3.82,3.47,1.85,0.23385224669234206,0.25963208166730184,1.05,1,out
628,Example3,21/06/01,Squad13,,2,19.0,10.0,5.0,3.0,2000/2001,1.26,5.61,12.64,0.7711172553989072,0.16312131017853185,2.3000000000000003,1,fav
629,Example3,21/06/01,Squad15,W,1,17.0,7.0,8.0,5.0,2000/2001,1.2,6.7,14.49,0.8100552225652038,0.13426108545786822,2.6750000000000003,1,fav
0,Example1,01/08/00,Team15,W,1,5.0,20.0,2.0,8.0,2000/2001,1.65,4.09,4.98,0.5857357367233763,0.22868109671326864,1.9,0,fav
1,Example1,01/08/00,Team13,L,1,11.0,13.0,2.0,3.0,2000/2001,2.3,3.24,3.24,0.4163524792625926,0.291823760368932,1.35,0,fav
2,Example1,01/08/00,Team11,L,0,12.0,11.0,6.0,3.0,2000/2001,4.52,3.38,1.68,0.1879459377481066,0.2602739437101296,1.0,0,out
3,Example1,01/08/00,Team9,,0,14.0,6.0,3.0,1.0,2000/2001,2.84,3.21,2.53,0.33248989628159487,0.29249759632742905,1.2000000000000002,0,out
4,Example1,01/08/00,Team7,W,1,9.0,12.0,3.0,0.0,2000/2001,2.26,3.14,3.49,0.4255613584270568,0.302998048968563,1.225,0,fav
5,Example1,01/08/00,Team5,L,1,15.0,10.0,4.0,6.0,2000/2001,2.27,3.0,3.16,0.40873458744663504,0.30388079407513857,1.375,0,fav
6,Example1,01/08/00,Team3,W,3,,,,,2000/2001,3.45,2.05,2.89,0.25118888460918287,0.44322474942320855,1.025,0,out
7,Example1,11/08/00,Team1,W,3,14.0,20.0,10.0,6.0,2000/2001,2.21,3.02,3.42,0.4254151377274711,0.3062860809351049,1.25,0,fav
8,Example1,11/08/00,Team15,W,2,,,,,2000/2001,5.0,2.95,1.77,0.1697623796022628,0.30486251772016,0.8500000000000001,0,out
9,Example1,11/08/00,Team2,,0,,,,,2000/2001,3.3,3.01,2.27,0.2788023741387627,0.3074432785572428,0.95,0,out
10,Example1,11/08/00,Team4,L,0,,,,,2000/2001,4.81,3.48,1.65,0.1781332182075071,0.2553750555188206,1.025,0,out
11,Example1,11/08/00,Team6,W,1,9.0,29.0,2.0,5.0,2000/2001,9.35,4.48,1.34,0.08653320379956532,0.19984405872870944,0.7250000000000001,0,out
12,Example1,11/08/00,Team8,L,0,,,,,2000/2001,6.3,3.87,1.51,0.13630768574053978,0.23369745899298539,0.8,0,out
13,Example1,11/08/00,Team10,L,0,,,,,2000/2001,7.49,4.15,1.38,0.10644666394021114,0.21045274922150872,0.75,0,out
14,Example1,21/08/00,Team12,L,0,,,,,2000/2001,3.21,2.95,2.28,0.28294743740995953,0.30979201317728033,0.975,0,out
15,Example1,21/08/00,Team1,W,4,,,,,2000/2001,7.32,4.03,1.39,0.10813398556035456,0.21591545516680627,0.675,0,out
16,Example1,21/08/00,Team11,W,1,17.0,12.0,3.0,3.0,2000/2001,3.71,3.39,2.06,0.25387777888604907,0.2789985909666365,1.025,0,out
17,Example1,21/08/00,Team9,,1,11.0,16.0,5.0,6.0,2000/2001,5.07,3.53,1.7,0.1770467583048071,0.2615113006916008,0.8250000000000001,0,out
18,Example1,21/08/00,Team7,L,0,3.0,16.0,1.0,7.0,2000/2001,9.03,4.65,1.37,0.09562767367808864,0.19815581138480365,0.75,0,out
19,Example1,21/08/00,Team5,L,1,,,,,2000/2001,2.74,3.2,2.3,0.32768398181313,0.2766862294830547,1.225,0,out
20,Example1,21/08/00,Team3,L,1,,,,,2000/2001,2.02,3.16,3.82,0.46817495192470115,0.29273839872950524,1.425,0,fav
21,Example1,31/08/00,Team14,L,0,14.0,14.0,5.0,8.0,2000/2001,3.31,3.3,2.16,0.280307453606814,0.2812072099013788,1.075,0,out
22,Example1,31/08/00,Team12,W,1,,,,,2000/2001,1.87,3.13,4.46,0.5052667828100117,0.2940286457678294,1.35,0,fav
23,Example1,31/08/00,Team13,L,0,,,,,2000/2001,2.65,2.8,2.64,0.3394224040893126,0.3197649970721346,1.35,0,out
24,Example1,31/08/00,Team15,L,1,,,,,2000/2001,6.8,4.22,1.39,0.1183939457614219,0.20533616726924217,0.7000000000000001,0,out
25,Example1,31/08/00,Team2,W,1,13.0,9.0,4.0,4.0,2000/2001,2.13,3.46,3.08,0.439570735832545,0.26276089826273413,1.5750000000000002,0,fav
26,Example1,31/08/00,Team4,L,0,16.0,28.0,5.0,6.0,2000/2001,3.96,3.32,1.96,0.23282489812145962,0.28070590402455714,1.0,0,out
27,Example1,31/08/00,Team6,,2,15.0,23.0,8.0,7.0,2000/2001,4.74,3.68,1.77,0.19671352134763584,0.2567270588314734,0.95,0,out
28,Example1,10/09/00,Team8,L,0,13.0,8.0,4.0,2.0,2000/2001,3.89,3.22,2.09,0.2427507110245813,0.2956157279646322,0.9,0,out
29,Example1,10/09/00,Team10,,1,7.0,8.0,2.0,3.0,2000/2001,3.69,3.34,2.0,0.2490157706622431,0.276902894406088,1.075,0,out
30,Example1,10/09/00,Team1,W,2,6.0,12.0,5.0,3.0,2000/2001,2.75,3.27,2.69,0.3497352651126469,0.2925008765507986,1.225,0,out
31,Example1,10/09/00,Team9,L,0,8.0,9.0,3.0,5.0,2000/2001,3.94,3.27,1.82,0.22054312532927778,0.2710509077130405,0.925,0,out
32,Example1,10/09/00,Team7,W,1,,,,,2000/2001,2.25,3.04,3.21,0.41443124229193234,0.3013093492228013,1.175,0,fav
33,Example1,10/09/00,Team5,W,1,13.0,13.0,6.0,4.0,2000/2001,1.69,3.7,4.98,0.5671606630399456,0.2505714300929658,1.75,0,fav
34,Example1,10/09/00,Team3,L,0,,,,,2000/2001,3.79,3.22,1.99,0.24001083700028716,0.2857967208143717,1.05,0,out
35,Example1,20/09/00,Team14,L,1,,,,,2000/2001,2.04,3.25,3.37,0.45579565661949245,0.27744817396714844,1.55,0,fav
36,Example1,20/09/00,Team12,W,2,,,,,2000/2001,1.5,3.79,6.96,0.6363827526727968,0.2406039984962828,1.85,0,fav
37,Example1,20/09/00,Team10,W,3,,,,,2000/2001,2.96,2.81,2.42,0.3030045429663902,0.3205621177243977,1.075,0,out
38,Example1,20/09/00,Team11,W,2,,,,,2000/2001,3.76,3.09,1.92,0.23197155749737458,0.28798778027421795,0.875,0,out
39,Example1,20/09/00,Team13,W,4,,,,,2000/2001,4.12,3.48,1.79,0.21575418309595287,0.2593460449314004,1.025,0,out
40,Example1,20/09/00,Team15,,2,13.0,18.0,3.0,5.0,2000/2001,5.03,3.48,1.77,0.18369718896611992,0.27106195250312093,0.8250000000000001,0,out
41,Example1,20/09/00,Team2,L,0,8.0,16.0,3.0,4.0,2000/2001,2.39,3.5,2.88,0.4004355195892188,0.26942301699682253,1.55,0,fav
42,Example1,30/09/00,Team4,L,0,7.0,10.0,3.0,4.0,2000/2001,2.97,2.97,2.36,0.3050066792780582,0.3050066792780582,1.075,0,out
43,Example1,30/09/00,Team6,L,0,9.0,15.0,3.0,5.0,2000/2001,3.76,2.96,2.04,0.23691645570401254,0.3070712083150386,0.925,0,out
44,Example1,30/09/00,Team8,L,2,,,,,2000/2001,2.59,3.01,2.81,0.36085817814004406,0.30796467366611047,1.225,0,fav
45,Example1,30/09/00,Team1,,1,,,,,2000/2001,3.56,2.99,2.07,0.25014552924150396,0.3023537016768955,1.0,0,out
46,Example1,30/09/00,Team7,L,2,,,,,2000/2001,3.34,3.27,2.14,0.2762611438041815,0.28255285969842997,1.075,0,out
47,Example1,30/09/00,Team5,,0,9.0,10.0,2.0,5.0,2000/2001,2.25,3.24,3.02,0.4146753828187972,0.28165779817440245,1.3250000000000002,0,fav
48,Example1,30/09/00,Team3,W,2,8.0,14.0,4.0,6.0,2000/2001,6.46,4.62,1.47,0.1401432918301272,0.20089975811194138,0.9,0,out
49,Example1,10/10/00,Team14,L,0,,,,,2000/2001,15.91,7.22,1.12,0.039684115653402116,0.1107713124172255,0.5750000000000001,0,out
50,Example1,10/10/00,Team12,L,1,28.0,25.0,12.0,10.0,2000/2001,7.84,4.25,1.39,0.10508049149811094,0.21003302159663423,0.925,0,out
51,Example1,10/10/00,Team10,L,1,,,,,2000/2001,3.51,3.39,2.01,0.26049897830350677,0.27038439362215794,1.125,0,out
52,Example1,10/10/00,Team8,L,0,,,,,2000/2001,3.47,2.95,2.2,0.2624029301183675,0.31215632585507735,0.95,0,out
53,Example1,10/10/00,Team9,L,1,,,,,2000/2001,3.71,3.27,1.97,0.24374440251044782,0.27923983804848207,0.95,0,out
54,Example1,10/10/00,Team11,W,2,11.0,16.0,5.0,10.0,2000/2001,2.61,3.23,2.71,0.3621157508585778,0.28969336858561,1.3,0,fav
55,Example1,10/10/00,Team13,,3,18.0,10.0,8.0,6.0,2000/2001,2.47,3.29,2.78,0.38119926336411336,0.28199488019619273,1.375,0,fav
56,Example1,20/10/00,Team15,L,1,4.0,5.0,3.0,3.0,2000/2001,4.32,3.2,1.9,0.2102364340056147,0.2897799606201424,0.8250000000000001,0,out
57,Example1,20/10/00,Team2,L,0,20.0,5.0,4.0,2.0,2000/2001,4.04,3.47,1.9,0.22847685455634104,0.2684858933216729,1.1,0,out
58,Example1,20/10/00,Team4,,2,11.0,27.0,4.0,5.0,2000/2001,3.86,3.19,2.0,0.2366467633723317,0.29004854940888414,0.975,0,out
59,Example1,20/10/00,Team6,L,1,7.0,17.0,4.0,8.0,2000/2001,4.38,3.3,1.75,0.1975924754330678,0.27025647732183095,0.95,0,out
60,Example1,20/10/00,Team1,W,2,11.0,5.0,5.0,2.0,2000/2001,5.11,3.55,1.78,0.18410834852836117,0.2692303886786284,0.8250000000000001,0,out
61,Example1,20/10/00,Team5,L,2,,,,,2000/2001,3.57,2.93,2.12,0.2510075588289022,0.31074935829432565,0.925,0,out
62,Example1,20/10/00,Team3,L,1,16.0,15.0,6.0,7.0,2000/2001,4.71,3.92,1.69,0.1946565463227969,0.23677212210633358,1.05,0,out
63,Example1,30/10/00,Team14,L,0,,,,,2000/2001,3.04,3.17,2.29,0.30253434238572346,0.2893180985499425,1.125,0,out
64,Example1,30/10/00,Team12,L,1,8.0,12.0,3.0,4.0,2000/2001,4.66,3.21,1.75,0.18575597396378932,0.2801562932076528,0.975,0,out
65,Example1,30/10/00,Team10,W,1,7.0,16.0,2.0,3.0,2000/2001,7.27,4.43,1.41,0.11743353186831774,0.20367820253946348,0.7250000000000001,0,out
66,Example1,30/10/00,Team8,W,3,14.0,7.0,10.0,1.0,2000/2001,4.09,3.34,1.86,0.21965010737239116,0.2733854570532273,0.9,0,out
67,Example1,30/10/00,Team6,L,0,16.0,16.0,3.0,6.0,2000/2001,2.64,3.06,2.72,0.353998408935138,0.302945022259629,1.125,0,fav
68,Example1,30/10/00,Team7,,1,15.0,12.0,6.0,5.0,2000/2001,5.82,3.81,1.62,0.15694076673396642,0.24632837496170193,0.8,0,out
69,Example1,30/10/00,Team9,L,0,,,,,2000/2001,13.62,6.59,1.19,0.056547686432808386,0.13265040250456256,0.6000000000000001,0,out
70,Example1,09/11/00,Team11,W,1,14.0,12.0,4.0,2.0,2000/2001,3.25,3.19,2.22,0.284683852833575,0.2903669217450119,1.1,0,out
71,Example1,09/11/00,Team13,W,3,6.0,19.0,6.0,6.0,2000/2001,2.17,3.27,3.33,0.43679912298716034,0.2843089528244594,1.475,0,fav
72,Example1,09/11/00,Team15,L,1,11.0,18.0,3.0,6.0,2000/2001,5.99,3.76,1.55,0.14471091824205826,0.241541102328762,0.925,0,out
73,Example1,09/11/00,Team2,,2,12.0,14.0,9.0,7.0,2000/2001,1.84,3.42,4.37,0.5189389272623386,0.27177753820509243,1.6,0,fav
74,Example1,09/11/00,Team4,L,1,12.0,10.0,7.0,3.0,2000/2001,2.52,3.37,2.72,0.37577279623180915,0.2771973841484231,1.4500000000000002,0,fav
75,Example1,09/11/00,Team1,L,1,8.0,24.0,3.0,11.0,2000/2001,6.36,4.69,1.44,0.13879687151764208,0.1937246797557172,0.975,0,out
76,Example1,09/11/00,Team3,,1,,,,,2000/2001,2.97,3.18,2.3,0.3085721130850313,0.2868148128125648,1.15,0,out
77,Example1,19/11/00,Team14,W,3,12.0,25.0,5.0,10.0,2000/2001,2.55,3.26,2.81,0.373350437581652,0.2890974212271121,1.3250000000000002,0,fav
78,Example1,19/11/00,Team12,L,0,15.0,13.0,2.0,4.0,2000/2001,1.51,4.08,6.83,0.6402499061204464,0.22847541448595338,1.875,0,fav
79,Example1,19/11/00,Team10,,1,7.0,6.0,6.0,3.0,2000/2001,2.78,3.52,2.36,0.3371256370903639,0.26278073412630193,1.425,0,out
80,Example1,19/11/00,Team8,L,1,10.0,10.0,4.0,5.0,2000/2001,3.62,2.95,2.09,0.24704904913350564,0.30829569019032893,0.925,0,out
81,Example1,19/11/00,Team6,W,2,9.0,11.0,4.0,5.0,2000/2001,2.08,3.21,3.82,0.46103006985952355,0.2940168783733705,1.35,0,fav
82,Example1,19/11/00,Team4,W,2,,,,,2000/2001,3.43,3.44,2.01,0.26628044477333757,0.26545021281007986,1.125,0,out
83,Example1,19/11/00,Team5,L,0,16.0,9.0,4.0,2.0,2000/2001,2.07,3.44,3.73,0.46773144604896705,0.2773149632626997,1.425,0,fav
84,Example1,29/11/00,Team7,,0,12.0,7.0,4.0,4.0,2000/2001,5.24,3.87,1.57,0.1657758121892562,0.2317023589344939,0.875,0,out
85,Example1,29/11/00,Team9,L,2,9.0,17.0,3.0,7.0,2000/2001,3.22,3.45,2.25,0.296019933406984,0.27554936156463167,1.275,0,out
86,Example1,29/11/00,Team11,W,2,,,,,2000/2001,3.31,3.29,2.18,0.2813563683819566,0.2831629307382566,1.1,0,out
87,Example1,29/11/00,Team13,,1,,,,,2000/2001,6.8,3.91,1.49,0.12637769959219447,0.23274095087004262,0.775,0,out
88,Example1,29/11/00,Team15,L,0,9.0,11.0,0.0,1.0,2000/2001,3.23,3.4,2.28,0.2958862721783723,0.2805707730598368,1.225,0,out
89,Example1,29/11/00,Team2,L,0,7.0,11.0,5.0,7.0,2000/2001,3.64,3.1,2.08,0.25032622544455596,0.2972319167306347,0.95,0,out
